file_name,file_path,file_type,parse_status,pages,sha256,exact_duplicate_count,is_exact_duplicate,extracted_title,matched_evidence_id,matched_source_accession,matched_title,match_score,matched_table_kind,text_excerpt,error
NCT06989177 (1).csv,D:\Download\NCT06989177 (1).csv,csv,ok,csv,7a43e32c68e5bbe3a556614391437931713e62891f55f2897c98557a0d867976,2,yes,Probiotic Intervention on Body Weight,NCT:NCT06989177,NCT06989177,Probiotic Intervention on Body Weight,1.000,evidence_registry.expansion,"NCT06989177 Probiotic Intervention on Body Weight https://clinicaltrials.gov/study/NCT06989177 RECRUITING This study is a randomized controlled trial with 120 overweight or obese (body-mass index, BMI, ≥ 24 kg/m²) participants and 20 normal-weight participants. Twelve weeks of energy-restricted nutritional and lifestyle intervention with placebo, Lactobacillus paracasei LC-19 (LC-19), or semaglutide (a glucagon-like peptide-1 receptor agonist, GLP-1RA) will be randomly conducted in the overweight or obese participants. The primary goal is to clarify the roles of LC-19 and semaglutide in weight reduction and in improving energy, glucose, and lipid metabolism, while also comparing side effects, adverse events, and long-term outcomes such as weight regain between these two interventions. In addition, the study will explore key factors affecting intervention response to provide evidence for optimizing individualized intervention strategies. NO Obesity|Homeostasis|Weight Loss|Probiotic Intervention BEHAVIORAL: General lifestyle and nutritional education|BEHAVIORAL: Energy-restricted nutritional and lifestyle intervention|DIETARY_SUPPLEMENT: Placebo|DIETARY_SUPPLEMENT: Probiotic|DRUG: semaglutide Change in Body Weight (kg) from Baseline to Week 12, The change between the baseline and after 12-week intervention. Weight will be assessed using a Seca 255 scale (ScalesGalore)., Baseline and Week 12 Change in Energy Expenditure Rate (kcal/min) from Baseline to Week 12, The change from baseline to after the 12-week intervention. Energy expenditure rate (kcal/min) will be assessed with a whole-room indirect calorimeter (Sable)., Baseline and Week 12|Change in Respiratory Quotient from Baseline to Week 12, The change from baseline to after the 12-week intervention. Respiratory quotie",
NCT06989177.csv,D:\Download\NCT06989177.csv,csv,ok,csv,7a43e32c68e5bbe3a556614391437931713e62891f55f2897c98557a0d867976,2,yes,Probiotic Intervention on Body Weight,NCT:NCT06989177,NCT06989177,Probiotic Intervention on Body Weight,1.000,evidence_registry.expansion,"NCT06989177 Probiotic Intervention on Body Weight https://clinicaltrials.gov/study/NCT06989177 RECRUITING This study is a randomized controlled trial with 120 overweight or obese (body-mass index, BMI, ≥ 24 kg/m²) participants and 20 normal-weight participants. Twelve weeks of energy-restricted nutritional and lifestyle intervention with placebo, Lactobacillus paracasei LC-19 (LC-19), or semaglutide (a glucagon-like peptide-1 receptor agonist, GLP-1RA) will be randomly conducted in the overweight or obese participants. The primary goal is to clarify the roles of LC-19 and semaglutide in weight reduction and in improving energy, glucose, and lipid metabolism, while also comparing side effects, adverse events, and long-term outcomes such as weight regain between these two interventions. In addition, the study will explore key factors affecting intervention response to provide evidence for optimizing individualized intervention strategies. NO Obesity|Homeostasis|Weight Loss|Probiotic Intervention BEHAVIORAL: General lifestyle and nutritional education|BEHAVIORAL: Energy-restricted nutritional and lifestyle intervention|DIETARY_SUPPLEMENT: Placebo|DIETARY_SUPPLEMENT: Probiotic|DRUG: semaglutide Change in Body Weight (kg) from Baseline to Week 12, The change between the baseline and after 12-week intervention. Weight will be assessed using a Seca 255 scale (ScalesGalore)., Baseline and Week 12 Change in Energy Expenditure Rate (kcal/min) from Baseline to Week 12, The change from baseline to after the 12-week intervention. Energy expenditure rate (kcal/min) will be assessed with a whole-room indirect calorimeter (Sable)., Baseline and Week 12|Change in Respiratory Quotient from Baseline to Week 12, The change from baseline to after the 12-week intervention. Respiratory quotie",
nutrients-17-01191.pdf,D:\Download\nutrients-17-01191.pdf,pdf,ok,15,223c936e21e664ebfd26f970d5b9d22ae660ca492fdc46980d94671152603865,1,no,"A 12-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Lactobacillus plantarum LMT1-48 on Body Fat Loss",EUROPEPMC:40218949,40218949,"A 12-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of <i>Lactobacillus plantarum</i> LMT1-48 on Body Fat Loss.",1.000,evidence_registry.expansion,"Academic Editor: Jose M. Miranda Received: 4 March 2025 Revised: 26 March 2025 Accepted: 26 March 2025 Published: 28 March 2025 Citation: Lee, S.-B.; Yoo, B.; Baeg, C.; Yun, J.; Ryu, D.-w.; Kim, G.; Kim, S.; Shin, H.; Lee, J.H. A 12-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety ofLactobacillus plantarum LMT1-48 on Body Fat Loss. Nutrients 2025, 17, 1191. https:// doi.org/10.3390/nu17071191 Copyright: © 2025 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/ licenses/by/4.0/). Article A 12-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Lactobacillus plantarum LMT1-48 on Body Fat Loss Sung-Bum Lee 1, Byungwook Yoo 2 , Chaemin Baeg 3,*, Jiae Yun 4 , Dong-wook Ryu 4, Gyungcheon Kim 5,6 , Seongok Kim 5,6 , Hakdong Shin 5,6 and Ju Hee Lee 7,* 1 Department of Family Medicine, Soonchunhyang University Bucheon Hospital, Bucheon 22972, Republic of Korea; sblee@schmc.ac.kr 2 Department of Family Medicine, Soonchunhyang University Seoul Hospital, Seoul 04401, Republic of Korea; dryoo@schmc.ac.kr 3 Global Medical Research Center, Seoul 06526, Republic of Korea 4 Gwanggyo R&D Center, Medytox Inc., Suwon 16506, Republic of Korea; jiae.yun@medytox.com (J.Y.); dwryu@medytox.com (D.-w.R.) 5 Department of Food Science & Biotechnology, College of Life Science, Sejong University, Seoul 05006, Republic of Korea; paulkc12@gmail.com (G.K.); skim01@sejong.ac.kr (S.K.); hshin@sejong.ac.kr (H.S.) 6 Carbohydrate Bioproduct Research Center, College of Life Science, Sejong University, Seoul 05006, Republic of Korea 7 Department of Dermatology &",
nutrients-17-02360.pdf,D:\Download\nutrients-17-02360.pdf,pdf,ok,17,4953a947eb09a86461591ae4dd05ae7491b918765860ab78aa092dfcc8d5e127,1,no,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study,PMID:40732984,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,1.000,evidence_registry.draft,"Academic Editor: Jose M. Miranda Received: 27 May 2025 Revised: 2 July 2025 Accepted: 7 July 2025 Published: 18 July 2025 Citation: Pereira, V .; Cuevas-Sierra, A.; de la O, V .; Salvado, R.; Barreiros-Mota, I.; Castela, I.; Camelo, A.; Brandão, I.; Santo, C.E.; Faria, A.; et al. Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study. Nutrients 2025, 17, 2360. https://doi.org/ 10.3390/nu17142360 Copyright: © 2025 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/ licenses/by/4.0/). Article Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study Vanessa Pereira 1,2, *,†, Amanda Cuevas-Sierra 1,3, *,† , Victor de la O 3,4 , Rita Salvado 1,5 , Inês Barreiros-Mota 1,6 , Inês Castela 1,6 , Alexandra Camelo 7,8 , Inês Brandão 7,8 , Christophe Espírito Santo 7,8 , Ana Faria 1,6,9 , Conceição Calhau 1,9 , Marta P . Silvestre1,6,9,† and André Moreira-Rosário 1,6,9,† 1 NOVA Medical School, Faculty of Medical Sciences, NMS, FCM, Nova University of Lisbon, 1169-056 Lisbon, Portugal; ritasalvado@usal.es (R.S.); ines.mota@nms.unl.pt (I.B.-M.); ines.castela@nms.unl.pt (I.C.); ana.faria@nms.unl.pt (A.F.); ccalhau@nms.unl.pt (C.C.); marta.silvestre@nms.unl.pt (M.P .S.); andre.rosario@nms.unl.pt (A.M.-R.) 2 Nutrition Department Farmodiética, Farmodiética, 2785-723 Lisbon, Portugal 3 Precision Nutrition and Cardiometabolic Health, IMDEA-Alimentación Institute (Madrid Institute for Advanced Studies), Campus of International Excellence (CEI), Universidad Autónoma de Madrid (UAM), Spanish National Research Council (Consejo Superior de Investigaciones Científicas,",
PIIS0261561421002867.pdf,D:\Download\PIIS0261561421002867.pdf,pdf,ok,10,63f5d1ade6c2d5901be48f0ebf7427d86e5040ac5947e8b188c8356821e8f755,1,no,"Supplementation with Bifidobacterium breve BR03 and B632 strains improved insulin sensitivity in children and adolescents with obesity in a cross-over, randomized double-blind placebo-controlled trial",NCT:NCT03261466,NCT03261466,BIFI-OBESE: Clinical Trial in Paediatric Obesity,1.000,evidence_registry.draft,"Randomized Control Trials Supplementation with Biﬁdobacterium breve BR03 and B632 strains improved insulin sensitivity in children and adolescents with obesity in a cross-over, randomized double-blind placebo-controlled trial Arianna Solito a, 1, Nicole Bozzi Cionci b, 1, Matteo Calgaro c, Marina Caputo d, e, Lucia Vannini b, Iderina Hasballa e, Francesca Archero a, Enza Giglione a, Roberta Ricotti a, Gillian Elisabeth Walker d, Antonella Petri a, Emanuela Agosti d, Giorgio Bellomo f, Gianluca Aimaretti e, Gianni Bona a, Simonetta Bellone a, Angela Amoruso g, Marco Pane g, Diana Di Gioia b, Nicola Vitulo c, **, Flavia Prodam a, d, e, * a Division of Pediatrics, Department of Health Sciences, University of Piemonte Orientale, Italy b Department of Agricultural and Food Sciences, University of Bologna, Italy c Department of Biotechnology, University of Verona, Italy d Department of Health Sciences, University of Piemonte Orientale, Italy e SCDU Endocrinology, Department of Translational Medicine, University of Piemonte Orientale, Italy f Clinical Biochemistry, Department of Health Sciences, University of Piemonte Orientale, Novara, Italy g Probiotical Research Srl, Novara, Italy article info Article history: Received 4 March 2021 Accepted 1 June 2021 Keywords: Insulin sensitivity Microbiota Pediatric obesity Probiotics summary Background & aims: Variations in gut microbiota might impact metabolism leading to body weight excess. We assessed the impact of a probiotic supplementation in pediatric obesity on weight, metabolic alterations, selected gut microbial groups, and functionality. Methods: Cross-over, double-blind, randomized control trial (BIFI-OBESE trial; NCT03261466). 101 youths (6 e18 years, Tanner stage /C21 2) with obesity and insulin-resistance on diet were ran",
s00394-022-02836-9.pdf,D:\Download\s00394-022-02836-9.pdf,pdf,ok,21,37293da48b8d45f0cb6f05d7834825c0efdc8e51b7ab1bc4ff4cf07eee28796c,1,no,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial",PMID:35247098,35247098,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial.",1.000,evidence_registry.expansion,"Vol.:(0123456789)1 3 European Journal of Nutrition (2022) 61:2651–2671 https://doi.org/10.1007/s00394-022-02836-9 ORIGINAL CONTRIBUTION Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double‑blind, placebo‑controlled, randomized clinical trial Francesca Fava1 · Maria M. Ulaszewska1,2 · Matthias Scholz1 · Jan Stanstrup1,7 · Lorenzo Nissen1,3 · Fulvio Mattivi1,4 · Joan Vermeiren5 · Douwina Bosscher5 · Carlo Pedrolli6 · Kieran M. Tuohy1,8 Received: 13 July 2021 / Accepted: 11 February 2022 / Published online: 5 March 2022 © The Author(s) 2022, corrected publication 2022 Abstract Purpose Aleurone is a cereal bran fraction containing a variety of beneficial nutrients including polyphenols, fibers, miner- als and vitamins. Animal and human studies support the beneficial role of aleurone consumption in reducing cardiovascular disease (CVD) risk. Gut microbiota fiber fermentation, polyphenol metabolism and betaine/choline metabolism may in part contribute to the physiological effects of aleurone. As primary objective, this study evaluated whether wheat aleurone supplemented foods could modify plasma homocysteine. Secondary objectives included changes in CVD biomarkers, fecal microbiota composition and plasma/urine metabolite profiles. Methods A parallel double-blind, placebo-controlled and randomized trial was carried out in two groups of obese/overweight subjects, matched for age, BMI and gender, consuming foods supplemented with either aleurone (27 g/day) (AL, n = 34) or cellulose (placebo treatment, PL, n = 33) for 4 weeks. Results No significant changes in plasma homocysteine or other clinical markers were observed with either treatment. Dietary fiber intake increased after AL and PL, an",
s12916-022-02299-z (1).pdf,D:\Download\s12916-022-02299-z (1).pdf,pdf,ok,20,4a0d7215fecfa67dfbeec7289d20d7c858c9a505e2a9c1e734da8c6ca25d7bc7,2,yes,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals,PMID:35351144,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,1.000,evidence_registry.expansion,"Rodriguez et al. BMC Medicine (2022) 20:110 https://doi.org/10.1186/s12916-022-02299-z RESEARCH ARTICLE Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals Julie Rodriguez1, Audrey M. Neyrinck1, Maxime Van Kerckhoven1, Marco A. Gianfrancesco2, Edith Renguet3, Luc Bertrand3, Patrice D. Cani1,4, Nicolas Lanthier5, Miriam Cnop6, Nicolas Paquot2, Jean‑Paul Thissen7, Laure B. Bindels1 and Nathalie M. Delzenne1* Abstract Background: Dietary interventions targeting the gut microbiota have been proposed as innovative strategies to improve obesity‑associated metabolic disorders. Increasing physical activity (PA) is considered as a key behavioral change for improving health. We have tested the hypothesis that changing the PA status during a nutritional inter‑ vention based on prebiotic supplementation can alter or even change the metabolic response to the prebiotic. We confirm in obese subjects and in high‑fat diet fed mice that performing PA in parallel to a prebiotic supplementation is necessary to observe metabolic improvements upon inulin. Methods: A randomized, single‑blinded, multicentric, placebo‑controlled trial was conducted in obese participants who received 16 g/day native inulin versus maltodextrin, coupled to dietary advice to consume inulin‑rich versus ‑poor vegetables for 3 months, respectively, in addition to dietary caloric restriction. Primary outcomes concern the changes on the gut microbiota composition, and secondary outcomes are related to the measures of anthropomet‑ ric and metabolic parameters, as well as the evaluation of PA. Among the 106 patients who completed the study, 61 patients filled a questionnaire for PA before and after interven",
s12916-022-02299-z.pdf,D:\Download\s12916-022-02299-z.pdf,pdf,ok,20,4a0d7215fecfa67dfbeec7289d20d7c858c9a505e2a9c1e734da8c6ca25d7bc7,2,yes,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals,PMID:35351144,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,1.000,evidence_registry.expansion,"Rodriguez et al. BMC Medicine (2022) 20:110 https://doi.org/10.1186/s12916-022-02299-z RESEARCH ARTICLE Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals Julie Rodriguez1, Audrey M. Neyrinck1, Maxime Van Kerckhoven1, Marco A. Gianfrancesco2, Edith Renguet3, Luc Bertrand3, Patrice D. Cani1,4, Nicolas Lanthier5, Miriam Cnop6, Nicolas Paquot2, Jean‑Paul Thissen7, Laure B. Bindels1 and Nathalie M. Delzenne1* Abstract Background: Dietary interventions targeting the gut microbiota have been proposed as innovative strategies to improve obesity‑associated metabolic disorders. Increasing physical activity (PA) is considered as a key behavioral change for improving health. We have tested the hypothesis that changing the PA status during a nutritional inter‑ vention based on prebiotic supplementation can alter or even change the metabolic response to the prebiotic. We confirm in obese subjects and in high‑fat diet fed mice that performing PA in parallel to a prebiotic supplementation is necessary to observe metabolic improvements upon inulin. Methods: A randomized, single‑blinded, multicentric, placebo‑controlled trial was conducted in obese participants who received 16 g/day native inulin versus maltodextrin, coupled to dietary advice to consume inulin‑rich versus ‑poor vegetables for 3 months, respectively, in addition to dietary caloric restriction. Primary outcomes concern the changes on the gut microbiota composition, and secondary outcomes are related to the measures of anthropomet‑ ric and metabolic parameters, as well as the evaluation of PA. Among the 106 patients who completed the study, 61 patients filled a questionnaire for PA before and after interven",
s12967-025-06927-z.pdf,D:\Download\s12967-025-06927-z.pdf,pdf,ok,19,a9350b860c24ee527257df013122df960283c32a00b8fff23901b5301d426c46,1,no,v e c o m m o n s . o r g / l i c e n s e s / b y - n c - n d / 4 . 0 /. Nazarinejad et al. Journal of Translational Medicine (2025) 23:913,PMID:40814108,40814108,Postbiotics as a novel intervention for obesity management and improving metabolic parameters: a systematic review and meta-analysis of animal studies.,1.000,evidence_registry.expansion,"REVIEW Open Access © The Author(s) 2025. Open Access This article is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License, which permits any non-commercial use, sharing, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if you modified the licensed material. You do not have permission under this licence to share adapted material derived from this article or parts of it. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit h t t p : / / c r e a t i v e c o m m o n s . o r g / l i c e n s e s / b y - n c - n d / 4 . 0 /. Nazarinejad et al. Journal of Translational Medicine (2025) 23:913 https://doi.org/10.1186/s12967-025-06927-z Journal of Translational Medicine *Correspondence: Vahideh Ebrahimzadeh-Attari ebrahimzadeh.va@gmail.com 1Student Research Committee, Tabriz University of Medical Sciences, Tabriz, Iran 2Department of Food Science and Technology, No.C., Islamic Azad University, Noor, Iran 3Department of Research and Development, Shams Bavaran Salamat Nour Company, Tehran, Iran 4Department of Biochemistry and Nutrition, Faculty of Nutrition and Food Sciences, Tabriz University of Medical Sciences, Tabriz, Iran Abstract Background Recently, it has been reported that consuming specific postb",
s12986-023-00739-y.pdf,D:\Download\s12986-023-00739-y.pdf,pdf,ok,15,028cbe4e809b474da39724b986b88c8b7a4ec0b649cbf476cd86bf1733950c8f,1,no,"paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study Guzailinuer Kadeer1, Wanrui Fu1, Yaqi He1, Ying Feng1*, Wei‑Hsein Liu2, Wei‑Lian Hung2*, Haotian Feng2 and",PMID:36944956,36944956,Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study.,1.000,evidence_registry.expanded,"Kadeer et al. Nutrition & Metabolism (2023) 20:16 https://doi.org/10.1186/s12986-023-00739-y RESEARCH Effect of different doses of Lacticaseibacillus paracasei K56 on body fat and metabolic parameters in adult individuals with obesity: a pilot study Guzailinuer Kadeer1, Wanrui Fu1, Yaqi He1, Ying Feng1*, Wei‑Hsein Liu2, Wei‑Lian Hung2*, Haotian Feng2 and Wen Zhao2 Abstract Background Studies have shown that probiotics have an effect on reducing body fat on a strain‑specific and dose– response bases. The purpose of this study was to evaluate the effect of a novel probiotic strain Lacticaseibacillus paracasei K56 on body fat and metabolic biomarkers in adult individuals with obesity. Methods 74 adult subjects with obesity (body mass index ≥ 30 kg/m2, or percent body fat > 25% for men, percent body fat > 30% for women) were randomized into 5 groups and supplemented with different doses of K56 (groups VL_K56, L_K56, H_K56, and VH_K56: K56 capsules, 2 × 107 CFU/day, 2 × 109 CFU/day, 2 × 1010 CFU/day, 2 × 1011 CFU/ day, respectively) or placebo (group Pla: placebo capsule) for 60 days. Subjects were advised to maintain their original dietary intake and physical activity. Anthropometric measurements, body composition assessment, and metabolic parameters were measured at baseline and after 60 days of intervention. Results The results showed that the L_K56 group had significant decreases in percent body fat (p = 0.004), visceral fat area (p = 0.0007), total body fat mass (p = 0.018), trunk body fat mass (p = 0.003), waist circumference (p = 0.003), gly‑ cosylated hemoglobin(p = 0.002) at the end of the study compared with baseline. There were non‑significant reduc‑ tions in Body weight and BMI in the L_K56, H_K56, VL_K56 groups, whereas increases were observed in the placebo and",
s41387-025-00408-4_reference.pdf,D:\Download\s41387-025-00408-4_reference.pdf,pdf,ok,39,b0616ead80f767d3b931b7ad3fe0a736158ea341f0b38a0319d33431881d8f68,1,no,Article in Press The promising effects of a multi-species synbiotic preparation on metabolic profile in elderly patients with type 2 diabetes and high cardiovascular risk: a,EUROPEPMC:41413231,41413231,"The promising effects of a multi-species synbiotic preparation on metabolic profile in elderly patients with type 2 diabetes and high cardiovascular risk: a randomized, triple-blind, placebo-controlled trial.",1.000,evidence_registry.expansion,"https://doi.org/10.1038/s41387-025-00408-4 Received: 16 September 2024 Revised: 29 October 2025 Accepted: 21 November 2025 Cite this article as: Dolatkhah, N., Nourizadeh, E., Aghamohammadzadeh, N. et al. The promising effects of a multi-species synbiotic preparation on metabolic profile in elderly patients with type 2 diabetes and high cardiovascular risk: a randomized, triple-blind, placebo- controlled trial. Nutr. Diabetes (2025). https://doi.org/10.1038/ s41387-025-00408-4 Neda Dolatkhah, Elnaz Nourizadeh, Naser Aghamohammadzadeh, Shahrzad Yahyavi, Fariba Eslamian & Maryam Hashemian We are providing an unedited version of this manuscript to give early access to its findings. Before final publication, the manuscript will undergo further editing. Please note there may be errors present which affect the content, and all legal disclaimers apply. If this paper is publishing under a Transparent Peer Review model then Peer Review reports will publish with the final article. © The Author(s) 2025. Open Access This article is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License, which permits any non-commercial use, sharing, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if you modified the licensed material. You do not have permission under this licence to share adapted material derived from this article or parts of it. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use ",
The Journal of Physiology - 2025 - Davies - Effects of a combined energy restriction and vigorous‐intensity exercise.pdf,D:\Download\The Journal of Physiology - 2025 - Davies - Effects of a combined energy restriction and vigorous‐intensity exercise.pdf,pdf,ok,20,646651bfaa687a065303aa4f3a76fa749d2ee5ab68d1d39fb71a53948a644a82,1,no,Effects of a combined energy restriction and vigorous‐intensity exercise intervention on the human gut microbiome: A randomised controlled trial,PMID:40828642,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,1.000,evidence_registry.expansion,"J Physiol 603.24 (2025) pp 7731–7750 7731 The Journal of Physiology Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial Russell G. Davies1 ,LauraA.Wood 1,A ar o nH engist1 ,CiaraO’Donovan2,3,W ileyBarto n2,3 , FionaCrispie3,J ean-Phili p peW alhin1 ,MariaA.Valdivia-Garcia 4,I sabelGar cia-P er ez4,GaryF r ost4, OrlaO’Sullivan2,3,P a ulD .Co tter2,3,J a vierT .Go nzalez1,JamesA.Betts 1,F ranço iseK o umano v1 andDylanThompson 1 1Department for Health, Centre for Nutrition Exercise and Metabolism, University of Bath, Bath, UK 2APC Microbiome Ireland, University College Cork, Cork, Ireland 3Teagasc Food Research Centre, Moorepark, Cork, Ireland 4SectionofNutritionResearch,DivisionofDigestiveDiseases,Department ofMetabolism,DigestionandReproduction,ImperialCollegeLondon,So uth KensingtonCampus, London, UK HandlingEditors:KimBarrett&StephenKeely The peer review history is availablein theSupporting Informationsection of this article (https://doi.org/10.1113/JP287424#support-information-section). Abstract figure legendThe human gut microbiome remains stable in the face of an intensive energy restriction and vigorous-intensity exercise intervention that improved body composition and metabolic health in people with over- weight/obesity.Thus,earlymetabolicchangeswithweightlossinhumansareunlikelytobemediatedbychangestothe gutmicrobiome. Abstract Metabolic health improvements in response to exercise and energy restriction may be mediated by the gut microbiome, yet causal evidence in humans remains limited. We used a 3-week exercise and energy restriction intervention to examine changes to the gut microbiome in otherwise healthy sedentary men and postmenopausal women with overweight/obesity.",
