evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt
PMID:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",microbiome,"Exploratory microbiome analyses indicated an increase in the relative abundance of Lactobacillus, suggesting potential modulation of the gut-adipose axis.",p < 0.05,,,,,,,n = 50,detail_hint,supplement_queue,pending,,nutrients-18-00250-v2.pdf,1.000,24,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W"
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,weight,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,BMI,"The analysis focused exclusively on the 6-month weight loss period corresponding to Phases 1 and 2 of the WLM3P intervention.; In this sub-analysis of a randomized controlled trial (ClinicalTrials.gov Identifier: NCT04192357), 58 adults with obesity (BMI 30.0-39.9 kg/m2) were randomized to the WLM3P (n = 29) or LCD (n = 29) groups.",p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,body_fat,"Notably, higher Faecalibacterium abundance was associated with greater reductions in fat mass (kg, %) and visceral adiposity (cm2) in the WLM3P group compared to LCD (p < 0.01).; These findings suggest a potential microbiota-mediated mechanism in weight loss, where Faecalibacterium may enhance fat reduction effectiveness in the context of the WLM3P intervention.",p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,lipid,"The gut microbiota is increasingly recognized as a key modulator in obesity management, influencing host energy balance, lipid metabolism, and inflammatory pathways.",p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40732984,PubMed,40732984,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,microbiome,Gut Microbiota Shifts After a Weight Loss Program in Adults with Obesity: The WLM3P Study.,p = 0.03; p < 0.01,,,,,,,58 adults; n = 29,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:38393021,PubMed,38393021,The Efficacy of,weight,"bulgaricus) in improving body weight, obesity-related outcomes, and lipid profiles of overweight people.",,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38393021,PubMed,38393021,The Efficacy of,BMI,"bulgaricus supplementation under the present condition did not affect the body weight, fat percentage, or body mass index (BMI) of the participants, while it resulted in a notable decrease in blood triglyceride (TG) levels, which corresponded to a lowering of the TG proportion in the composition of large VLDL (L-XXL sized fractions) and HDL (M and L fractions) in the probiotic-treated group.",,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38393021,PubMed,38393021,The Efficacy of,lipid,"bulgaricus) in improving body weight, obesity-related outcomes, and lipid profiles of overweight people.",,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:28730743,PubMed,28730743,Inulin-type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight/obesity: A randomized controlled trial.,weight,"Independently, prebiotics and dietary protein have been shown to improve weight loss and/or alter appetite.",,,,,,,,125 adults,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:28730743,PubMed,28730743,Inulin-type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight/obesity: A randomized controlled trial.,body_fat,"Compared to Control, body fat was significantly reduced in the Whey protein group at 12 wks.",,,,,,,,125 adults,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:24795503,PubMed,24795503,"Effect of probiotic (VSL#3) and omega-3 on lipid profile, insulin sensitivity, inflammatory markers, and gut colonization in overweight adults: a randomized, controlled trial.",glucose,"VSL#3 improved insulin sensitivity (P < 0.01), decreased hsCRP, and favorably affected the composition of gut microbiota.",P < 0.05; P < 0.01,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:24795503,PubMed,24795503,"Effect of probiotic (VSL#3) and omega-3 on lipid profile, insulin sensitivity, inflammatory markers, and gut colonization in overweight adults: a randomized, controlled trial.",lipid,"The probiotic (VSL#3) supplemented group had significant reduction in total cholesterol, triglyceride, LDL, and VLDL and had increased HDL (P < 0.05) value.",P < 0.05; P < 0.01,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:24795503,PubMed,24795503,"Effect of probiotic (VSL#3) and omega-3 on lipid profile, insulin sensitivity, inflammatory markers, and gut colonization in overweight adults: a randomized, controlled trial.",microbiome,"VSL#3 improved insulin sensitivity (P < 0.01), decreased hsCRP, and favorably affected the composition of gut microbiota.",P < 0.05; P < 0.01,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",weight,"longum strain BL21 on gut microbiota, serum metabolomics, body weight and lipids profiles in overweight and obese participants.; Following the intervention, both the BL21 group (1.22 ± 2.78, P = 0.02) and placebo group (0.98 ± 2.06, P = 0.01) demonstrated significant body weight reductions, with no statistically significant intergroup difference observed (P = 0.81).",P = 0.02; P = 0.01; P = 0.81; P = 0.04,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",lipid,"longum strain BL21 on gut microbiota, serum metabolomics, body weight and lipids profiles in overweight and obese participants.; Following the intervention, both the BL21 group (1.22 ± 2.78, P = 0.02) and placebo group (0.98 ± 2.06, P = 0.01) demonstrated significant body weight reductions, with no statistically significant intergroup difference observed (P = 0.81).",P = 0.02; P = 0.01; P = 0.81; P = 0.04,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",microbiome,"longum strain BL21 on gut microbiota, serum metabolomics, body weight and lipids profiles in overweight and obese participants.; Following the intervention, both the BL21 group (1.22 ± 2.78, P = 0.02) and placebo group (0.98 ± 2.06, P = 0.01) demonstrated significant body weight reductions, with no statistically significant intergroup difference observed (P = 0.81).",P = 0.02; P = 0.01; P = 0.81; P = 0.04,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,weight,"This study aims to evaluate the short-term efficacy of taVNS in reducing body weight in patients with obesity and to explore its underlying mechanisms by assessing changes in neural activity and gut microbial composition.; This single-center, randomized controlled trial will enroll 74 patients with obesity, who will be randomized in a 1:1 ratio to receive either taVNS (electrical stimulation delivered to the left cymba conchae) or sham taVNS (stimulation at the tail of the helix).",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,BMI,"Secondary outcomes will include anthropometric measures such as changes in body mass index (BMI), waist circumference, hip circumference, body fat percentage, and visceral fat area.",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,waist,"Secondary outcomes will include anthropometric measures such as changes in body mass index (BMI), waist circumference, hip circumference, body fat percentage, and visceral fat area.",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,body_fat,"Secondary outcomes will include anthropometric measures such as changes in body mass index (BMI), waist circumference, hip circumference, body fat percentage, and visceral fat area.",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,weight,"Nuts can provide nutrients and bioactive compounds that modulate gut microbiota and inflammation, enhancing the beneficial effects of weight loss.; To evaluate the effect of consuming cashew nuts (Anacardium occidentale L.) and Brazil nuts (Bertholletia excelsa H.B.K) on intestinal permeability and microbiota, fecal SCFAs and pH, inflammation, and weight loss in energy restriction condition.; In this 8-week randomized controlled trial, 40 women with overweight or obesity were assigned to energy-",P < 0.05,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,body_fat,"Changes in intestinal permeability were correlated to a greater reduction in body fat (kg), and IL-8, and increases in Ruminococcus abundance.; Our findings demonstrate a positive impact of BN consumption within an energy-restricted context, linked to the augmentation of potentially beneficial bacteria and pathways associated with body fat reduction.",P < 0.05,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,microbiome,"Nuts can provide nutrients and bioactive compounds that modulate gut microbiota and inflammation, enhancing the beneficial effects of weight loss.; To evaluate the effect of consuming cashew nuts (Anacardium occidentale L.) and Brazil nuts (Bertholletia excelsa H.B.K) on intestinal permeability and microbiota, fecal SCFAs and pH, inflammation, and weight loss in energy restriction condition.; In this 8-week randomized controlled trial, 40 women with overweight or obesity were assigned to energy-",P < 0.05,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35714163,PubMed,35714163,,weight,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight"
PMID:35714163,PubMed,35714163,,body_fat,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight"
PMID:35714163,PubMed,35714163,,glucose,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight"
PMID:35714163,PubMed,35714163,,lipid,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight"
PMID:35247098,PubMed,35247098,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial.",weight,"Secondary objectives included changes in CVD biomarkers, fecal microbiota composition and plasma/urine metabolite profiles.; A parallel double-blind, placebo-controlled and randomized trial was carried out in two groups of obese/overweight subjects, matched for age, BMI and gender, consuming foods supplemented with either aleurone (27 g/day) (AL, n = 34) or cellulose (placebo treatment, PL, n = 33) for 4 weeks.; No significant changes in plasma homocysteine or other clinical markers were observe",,,,,,,,n = 34; n = 33,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35247098,PubMed,35247098,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial.",BMI,"Secondary objectives included changes in CVD biomarkers, fecal microbiota composition and plasma/urine metabolite profiles.; A parallel double-blind, placebo-controlled and randomized trial was carried out in two groups of obese/overweight subjects, matched for age, BMI and gender, consuming foods supplemented with either aleurone (27 g/day) (AL, n = 34) or cellulose (placebo treatment, PL, n = 33) for 4 weeks.; No significant changes in plasma homocysteine or other clinical markers were observe",,,,,,,,n = 34; n = 33,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35247098,PubMed,35247098,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial.",microbiome,"Secondary objectives included changes in CVD biomarkers, fecal microbiota composition and plasma/urine metabolite profiles.; A parallel double-blind, placebo-controlled and randomized trial was carried out in two groups of obese/overweight subjects, matched for age, BMI and gender, consuming foods supplemented with either aleurone (27 g/day) (AL, n = 34) or cellulose (placebo treatment, PL, n = 33) for 4 weeks.; No significant changes in plasma homocysteine or other clinical markers were observe",,,,,,,,n = 34; n = 33,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35351144,PubMed,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,BMI,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,,,,,,,,106 patients; 61 patients; n = 31; n = 30,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35351144,PubMed,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,glucose,"In parallel, a preclinical study was designed combining both inulin supplementation and voluntary exercise in a model of diet-induced obesity in mice.; Obese subjects who increased PA during a 3 months intervention with inulin-enriched diet exhibited several clinical improvements such as reduced BMI (- 1.6 kg/m2), decreased liver enzymes and plasma cholesterol, and improved glucose tolerance.",,,,,,,,106 patients; 61 patients; n = 31; n = 30,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35351144,PubMed,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,lipid,"In parallel, a preclinical study was designed combining both inulin supplementation and voluntary exercise in a model of diet-induced obesity in mice.; Obese subjects who increased PA during a 3 months intervention with inulin-enriched diet exhibited several clinical improvements such as reduced BMI (- 1.6 kg/m2), decreased liver enzymes and plasma cholesterol, and improved glucose tolerance.",,,,,,,,106 patients; 61 patients; n = 31; n = 30,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:35351144,PubMed,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,microbiome,Dietary interventions targeting the gut microbiota have been proposed as innovative strategies to improve obesity-associated metabolic disorders.,,,,,,,,106 patients; 61 patients; n = 31; n = 30,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:32698957,PubMed,32698957,"The effect of synbiotic on glycemic profile and sex hormones in overweight and obese breast cancer survivors following a weight-loss diet: A randomized, triple-blind, controlled trial.",weight,"However, no significant changes were observed in serum insulin, fasting plasma glucose, HbA1c, HOMA-IR, IGF-1, estradiol, testosterone, DHEA-S and sex hormone binding globulin between-groups at the end of the intervention.; Overall, as the 8-week synbiotic consumption compared with placebo had insignificant-reducing effects on glycemic profile, IGF-1 and sex hormones among overweight and obese postmenopausal BCSs, synbiotics may exert considerable beneficial consequences, which need to be furthe",P = 0.006; P = 0.007,,,,,,,n = 38,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:32698957,PubMed,32698957,"The effect of synbiotic on glycemic profile and sex hormones in overweight and obese breast cancer survivors following a weight-loss diet: A randomized, triple-blind, controlled trial.",glucose,"Body composition, physical activity, glycemic profile, IGF-1, estradiol, testosterone and dehydroepiandrosterone sulfate (DHEA-S) were measured at baseline and after 8 weeks.; A significant reduction in serum insulin (median change (Q1, Q3) from baseline of -1.05 (-2.36, 0.32) μIU/mL; P = 0.006) and insulin resistance (HOMA-IR) (mean change (SD) from baseline of -4.0 (0.9); P = 0.007) were seen over the 8 weeks in the synbiotic group.",P = 0.006; P = 0.007,,,,,,,n = 38,detail_hint,expansion_queue,pending,,,,,,,,,,
PMID:30094122,PubMed,30094122,Effects of,body_fat,The visceral fat area significantly increased at weeks 4 and 8 in the placebo group only; no significant change was observed in the B-3 group.,p<0.05,,,,,,,,detail_hint,expansion_queue,pending,,bmfh-37-067.pdf,0.652,9,Bifidobacterium breve B-3 on body fat reductions in pre-obese adults; Bifidobacterium breve B-3 has been shown to exert anti-obesity effects in high-fat diet-induced; probiotic strain B. breve B-3 has potential as a functional food ingredient to reduce bod; Bifidobacterium breve; Bifidobacterium was found to be significantly lower in obese subjects than in lean subjects; probiotic bifidobacterial strain is the best candidate to exert anti-obesity effects; Bifidobacterium spp. are known to be species- or even strain-specific; Bifidobacterium breve B-3 is one of the promising anti-obesogenic strains. We previously report,12 weeks,(2 × 10 10 CFU/day) daily for 12; units (CFU)/ day reduced bod; 10 billion CFU per capsule). The; 20 billion CFU/day for the B-3 g; required CFU during the interv,4 participants; 80 participants,body fat; microbiota; BMI; visceral fat; HDL; cholesterol; insulin; body weight; glucose; adiposity; body mass index; fat mass,"Effects of Bifidobacterium breve B-3 on body fat reductions in pre-obese adults: a randomized, double-blind, placebo-controlled trial Junichi MINAMI 1*, Noriyuki IWABUCHI 1, Miyuki TANAKA1, Koji YAMAUCHI1, Jin-zhong XIAO2, Fumiaki ABE1 and Naoki SAKANE 3 1Food Ingredients & Technology Institute, Morinaga Milk Industry Co., Ltd., 5-1-83 Higashihara, Zama-shi, Kanagawa 252-8583, Japan 2Next Generation Science Institute, Morinaga Milk Industry Co., Ltd., 5-1-83 Higashihara, Zama-shi, Kanagawa 252-8583, Japan 3Division of Preventive Medicine, Clinical Research Institute, National Hospital Organization Kyoto Medical Center, 1-1 Mukaihata-cho, Fukakusa, Fushimi-ku, Kyoto 612-8555, Japan Received January 12, 2018; Accepted April 20, 2018; Published online in J-STAGE May 8, 2018 Accumulating evidence suggests a relationship between the gut microbiota and the development of obesity, indicating th"
