evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
NCT:NCT04985877,clinical_trial,ClinicalTrials.gov,NCT04985877,https://clinicaltrials.gov/study/NCT04985877,,,Effect of Fermented Milk Containing Lactobacillus Casei Strain Shirota in Sarcopenia Elderly,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07448220,clinical_trial,ClinicalTrials.gov,NCT07448220,https://clinicaltrials.gov/study/NCT07448220,,,Study on the Efficacy of Probiotics in the Treatment of Childhood Obesity and Their Effects on Gut Microbiota,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03287726,clinical_trial,ClinicalTrials.gov,NCT03287726,https://clinicaltrials.gov/study/NCT03287726,,,What is the Impact of Probiotics on Weight Loss Maintenance in Individuals With Obesity?,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06554314,clinical_trial,ClinicalTrials.gov,NCT06554314,https://clinicaltrials.gov/study/NCT06554314,,,Effect of Probiotics on Regulating Gut Health and Blood Lipid in Adults,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03100162,clinical_trial,ClinicalTrials.gov,NCT03100162,https://clinicaltrials.gov/study/NCT03100162,,,Effect of Oral Supplementation With Probiotics,2016,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07342946,clinical_trial,ClinicalTrials.gov,NCT07342946,https://clinicaltrials.gov/study/NCT07342946,,,The Effects of the Mediterranean Diet and Synbiotics in Polycystic Ovary Syndrome,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01718418,clinical_trial,ClinicalTrials.gov,NCT01718418,https://clinicaltrials.gov/study/NCT01718418,,,Role of Colonic Events on Metabolism and Appetite Control: A Synbiotic Approach,2012,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05073029,clinical_trial,ClinicalTrials.gov,NCT05073029,https://clinicaltrials.gov/study/NCT05073029,,,Open Label Randomized Clinical Study to Promote a Healthy Lifestyle in Medical Students,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06974994,clinical_trial,ClinicalTrials.gov,NCT06974994,https://clinicaltrials.gov/study/NCT06974994,,,Resilience to Antibiotic-induced Obesogenic Microbiota: Discovering Mechanism of Microbiota Modulation,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04754464,clinical_trial,ClinicalTrials.gov,NCT04754464,https://clinicaltrials.gov/study/NCT04754464,,,Clinical Study on the Effect of a Synbiotic on Body Fat Mass,2020,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04611477,clinical_trial,ClinicalTrials.gov,NCT04611477,https://clinicaltrials.gov/study/NCT04611477,,,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,2020,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05423015,clinical_trial,ClinicalTrials.gov,NCT05423015,https://clinicaltrials.gov/study/NCT05423015,,,Assessment of the Effects of Synbiotic on Gut Microbiota Composition in Scholars With Overweight,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05942586,clinical_trial,ClinicalTrials.gov,NCT05942586,https://clinicaltrials.gov/study/NCT05942586,,,The Symbiont-Restore Study,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06578143,clinical_trial,ClinicalTrials.gov,NCT06578143,https://clinicaltrials.gov/study/NCT06578143,,,Effects of Synbiotics on Obesity,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06891105,clinical_trial,ClinicalTrials.gov,NCT06891105,https://clinicaltrials.gov/study/NCT06891105,,,Effect of Probiotic and Synbiotic Administration on Nutritional Status in Hemodialysis Patients,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01680640,clinical_trial,ClinicalTrials.gov,NCT01680640,https://clinicaltrials.gov/study/NCT01680640,,,Investigation of Synbiotic Treatment in NAFLD,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07400367,clinical_trial,ClinicalTrials.gov,NCT07400367,https://clinicaltrials.gov/study/NCT07400367,,,"Impact of a Probiotic Supplementation With Lifestyle Modification on Liver Steatosis, Fibrosis, and Metabolic Health in Patients With Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD)",2026,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04097106,clinical_trial,ClinicalTrials.gov,NCT04097106,https://clinicaltrials.gov/study/NCT04097106,,,Synbiotic Dietary Supplement and Gut Microbiota,2020,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04642482,clinical_trial,ClinicalTrials.gov,NCT04642482,https://clinicaltrials.gov/study/NCT04642482,,,Synbiotic Therapy on Intestinal Microbiota and Insulin Resistance in Obesity,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT01978691,clinical_trial,ClinicalTrials.gov,NCT01978691,https://clinicaltrials.gov/study/NCT01978691,,,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06213480,clinical_trial,ClinicalTrials.gov,NCT06213480,https://clinicaltrials.gov/study/NCT06213480,,,Next-Generation Synbiotic in Individuals With Overweight or Obesity,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07515443,clinical_trial,ClinicalTrials.gov,NCT07515443,https://clinicaltrials.gov/study/NCT07515443,,,The Effects of a Commercially Available Synbiotic on the Gut Microbiome and Cardiometabolic Health: A Randomized Double-Blind Placebo-Controlled Trial,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07386795,clinical_trial,ClinicalTrials.gov,NCT07386795,https://clinicaltrials.gov/study/NCT07386795,,,The Efficacy and Safety of Microbiota Transplantation Combined With Prebiotics for Treatment of Functional Constipation,2026,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02660333,clinical_trial,ClinicalTrials.gov,NCT02660333,https://clinicaltrials.gov/study/NCT02660333,,,Effect of Prebiotic or Synbiotic on Inflammatory Response and Indicators of Nutritional Status in Obesity,2016,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06035718,clinical_trial,ClinicalTrials.gov,NCT06035718,https://clinicaltrials.gov/study/NCT06035718,,,Effect of Transcranial Direct Current Stimulation (tDCS) and Probiotic Supplementation in Overweight Adults,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06901739,clinical_trial,ClinicalTrials.gov,NCT06901739,https://clinicaltrials.gov/study/NCT06901739,,,Therapeutic Potential of a Synbiotic to Improve Mental Health in Subjects With Obesity.,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05162209,clinical_trial,ClinicalTrials.gov,NCT05162209,https://clinicaltrials.gov/study/NCT05162209,,,PROBESITY-2: Synbiotics in Pediatric Obesity,2019,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42091844,literature,PubMed,42091844,https://europepmc.org/article/MED/42091844,10.1007/s11695-026-08706-1,42091844,"Probiotic Effect on Quality of Life, Bowel Habits and Weight Loss after Different Types of Bariatric Surgeries, a Randomized Controlled Trial.",2026,Obes Surg,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42065141,literature,PubMed,42065141,https://europepmc.org/article/MED/42065141,10.1177/1096620x261448041,42065141,"Effects of <i>Lactiplantibacillus Plantarum</i> KABP051 Probiotic on Body Composition, Microbiome and Mood in Healthy Overweight Adults.",2026,J Med Food,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42108208,literature,PubMed,42108208,https://europepmc.org/article/MED/42108208,10.1093/nutrit/nuag048,42108208,Comparative Efficacy of Probiotics for the Treatment of Obesity: A Systematic Review and Network Meta-analysis.,2026,Nutr Rev,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41921070,literature,PubMed,41921070,https://europepmc.org/article/MED/41921070,10.1093/lambio/ovag041,41921070,Anti-obesity effects of probiotics beyond BMI: a critical review of human clinical trials.,2026,Lett Appl Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41938967,literature,PubMed,41938967,https://europepmc.org/article/MED/41938967,10.3389/fpubh.2026.1767108,41938967,Efficacy of probiotic supplementation for body weight management in overweight and obese adults: a meta-analysis of randomized controlled trials predominantly from East Asia.,2026,Front Public Health,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:PMC13093803,literature,publisher supplementary data,PMC13093803,,,,"Lipid stress evolved, microbiome&#8208;based probiotics reduce lipid uptake in mice",2026,Bioeng Transl Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42039766,literature,PubMed,42039766,https://europepmc.org/article/MED/42039766,10.1002/fsn3.71801,42039766,The Role of Gut Microbiome in Obesity and Weight Management: A Review of Current Evidence and Future Directions.,2026,Food Sci Nutr,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41906418,literature,PubMed,41906418,https://europepmc.org/article/MED/41906418,10.1080/19490976.2026.2647535,41906418,Dysregulated eating behaviour and microbiota-based interventions targeting eating disorders and food addiction.,2026,Gut Microbes,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41822330,literature,PubMed,41822330,https://europepmc.org/article/MED/41822330,10.3389/fcimb.2026.1705021,41822330,Gut microbiota in obesity management: from microbial clocks to precision microbial therapies.,2026,Front Cell Infect Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41978101,literature,PubMed,41978101,https://europepmc.org/article/MED/41978101,10.3390/nu18071050,41978101,Energy-Metabolism-Enhancing Probiotics Enhance the Therapeutic Response to a Glucagon-like Peptide-1 Receptor Agonist.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41717546,literature,PubMed,41717546,https://europepmc.org/article/MED/41717546,10.3389/fendo.2026.1680182,41717546,The effect of combining surgical or endoscopic bariatric interventions with anti-obesity medication or probiotics on weight loss: a narrative review.,2026,Front Endocrinol (Lausanne),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:10.21203/rs.3.rs-9134629/v1,literature,publisher supplementary data,10.21203/rs.3.rs-9134629/v1,,10.21203/rs.3.rs-9134629/v1,,Blood drops to gut maps: dried blood spot metabolomics infers gut microbiome composition and guides probiotic intervention in metabolic disease,2026,,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41774188,literature,PubMed,41774188,https://europepmc.org/article/MED/41774188,10.1007/s00018-025-06022-y,41774188,"Microbes, mood, and metabolism/obesity: Pharmacological insights into the gut-obesity-depression triad.",2026,Cell Mol Life Sci,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:10.21203/rs.3.rs-8449196/v1,literature,publisher supplementary data,10.21203/rs.3.rs-8449196/v1,,10.21203/rs.3.rs-8449196/v1,,"Probiotic Effect on Quality of Life, Bowel Habits and Weight Loss after Different Types of Bariatric Surgeries, a Randomized Controlled Trial",2026,,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41746476,literature,PubMed,41746476,https://europepmc.org/article/MED/41746476,10.1007/s13668-026-00732-w,41746476,"The Gut-Brain Axis in Obesity: Mechanisms, Development, and Therapeutic Perspectives.",2026,Curr Nutr Rep,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42051485,literature,PubMed,42051485,https://europepmc.org/article/MED/42051485,10.3389/fimmu.2026.1803488,42051485,Targeted regulation of adipose tissue macrophages from an immunometabolic perspective: a novel therapeutic approach for obesity-related metabolic disorders.,2026,Front Immunol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41990710,literature,PubMed,41990710,https://europepmc.org/article/MED/41990710,10.1016/j.canep.2026.103079,41990710,Maternal obesity and the intergenerational risk of cancer: Epidemiologic evidence and mechanistic insights.,2026,Cancer Epidemiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:10.64898/2026.04.01.715546,literature,publisher supplementary data,10.64898/2026.04.01.715546,,10.64898/2026.04.01.715546,,<i>Saccharomyces boulardii</i> attenuates obesity-associated inflammation and weight gain through coordinated gut ecosystem remodeling,2026,,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42016853,literature,PubMed,42016853,https://europepmc.org/article/MED/42016853,10.1002/btm2.70122,42016853,"Lipid stress evolved, microbiome-based probiotics reduce lipid uptake in mice.",2026,Bioeng Transl Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41901128,literature,PubMed,41901128,https://europepmc.org/article/MED/41901128,10.3390/nu18060952,41901128,The Gut Microbiota: An Essential Component in Understanding Pediatric Obesity: A Narrative Review.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41883787,literature,PubMed,41883787,https://europepmc.org/article/MED/41883787,10.3389/fmicb.2026.1782361,41883787,Maternal probiotic and prebiotic supplementation on glucose metabolism in pregnant women and their offspring: effects and related mechanisms.,2026,Front Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41594449,literature,PubMed,41594449,https://europepmc.org/article/MED/41594449,10.3390/ani16020259,41594449,<i>Bifidobacterium animalis</i> Subspecies <i>lactis</i> CECT 8145 Affects Markers of Metabolic Health in Dogs During Weight Gain and Weight Loss.,2026,Animals (Basel),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41596930,literature,PubMed,41596930,https://europepmc.org/article/MED/41596930,10.3390/foods15020332,41596930,<i>Lacticaseibacillus rhamnosus</i> CU262 Attenuates High-Fat Diet-Induced Obesity via Gut-Liver Axis Reprogramming.,2026,Foods,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42072163,literature,PubMed,42072163,https://europepmc.org/article/MED/42072163,10.3390/antiox15040522,42072163,"Microbiota-Gut-Brain Axis Disruption, Neuroinflammation, and Potential Antioxidant-Based Treatments in Metabolic Diseases.",2026,Antioxidants (Basel),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41372103,literature,PubMed,41372103,https://europepmc.org/article/MED/41372103,10.1111/obr.70037,41372103,Impacts of Lifestyle and Microbiota-Targeted Interventions for Overweight and Obesity on the Human Gut Microbiome: A Systematic Review.,2026,Obes Rev,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41987929,literature,PubMed,41987929,https://europepmc.org/article/MED/41987929,10.3389/fnins.2026.1791299,41987929,The impact of the Lab4 probiotic on neurodegenerative processes in a murine Alzheimer's disease model.,2026,Front Neurosci,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41978103,literature,PubMed,41978103,https://europepmc.org/article/MED/41978103,10.3390/nu18071052,41978103,"Diet, the Gut Microbiome, and Estrogen Physiology: A Review in Menopausal Health and Interventions.",2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41373952,literature,PubMed,41373952,https://europepmc.org/article/MED/41373952,10.3390/nu17233661,41373952,Obesity and Diabetes in Mexico: An Approach to the Intestinal Microbiota.,2025,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41507594,literature,PubMed,41507594,https://europepmc.org/article/MED/41507594,10.1007/s00198-025-07801-w,41507594,"Impact of probiotic, prebiotic, and synbiotic supplementation on the gut microbiome in older adults with sarcopenia, obesity, and sarcopenic obesity.",2026,Osteoporos Int,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41783897,literature,PubMed,41783897,https://europepmc.org/article/MED/41783897,10.1515/mr-2025-0048,41783897,"Obesity: current developments in mechanisms, diagnosis, classification and the evolution of personalized management.",2026,Med Rev (2021),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41804549,literature,PubMed,41804549,https://europepmc.org/article/MED/41804549,10.1080/19585969.2026.2637716,41804549,Unravelling the role of the gut microbiome in antipsychotic-induced weight gain and metabolic dysfunction in humans and rodents: A systematic review.,2026,Dialogues Clin Neurosci,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41901543,literature,PubMed,41901543,https://europepmc.org/article/MED/41901543,10.3390/medicina62030458,41901543,"Nutritional Status in Obesity: A Comprehensive Narrative Review of Dysbiosis, Micronutrient Deficiencies and the Effects of Probiotics/Synbiotics.",2026,Medicina (Kaunas),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42074987,literature,PubMed,42074987,https://europepmc.org/article/MED/42074987,10.3390/nu18081174,42074987,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of <i>Limosilactobacillus fermentum</i> K8-Lb1 Postbiotic on Weight Management and Metabolic Health Outcomes.",2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41599808,literature,PubMed,41599808,https://europepmc.org/article/MED/41599808,10.3390/nu18020195,41599808,About Unsuccessful Responders to Diet and Physical Activity Interventions: A Focus on Energy Balance and Body-Weight Loss.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42052391,literature,PubMed,42052391,https://europepmc.org/article/MED/42052391,10.3389/fmicb.2026.1791192,42052391,Distinct effects of a dairy probiotic drink and physical exercise on gut microbiota in pediatric acute lymphoblastic leukemia patients in remission: a randomized clinical trial.,2026,Front Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41788730,literature,PubMed,41788730,https://europepmc.org/article/MED/41788730,10.3389/fmed.2026.1728174,41788730,Impact of sleeve gastrectomy on bone metabolism in obese patients: from mechanisms to clinical prevention.,2026,Front Med (Lausanne),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41884636,literature,PubMed,41884636,https://europepmc.org/article/MED/41884636,10.3389/fcvm.2026.1757348,41884636,"Engineered bacteria: a novel era for metabolic, cardiovascular and cerebrovascular diseases therapy.",2026,Front Cardiovasc Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42158523,literature,PubMed,42158523,https://europepmc.org/article/MED/42158523,10.2147/ijn.s607382,42158523,"Nanobiotic-Enhanced Probiotics for Targeted Gut Delivery: Mechanisms, Therapeutic Applications, and Translational Challenges.",2026,Int J Nanomedicine,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:40851363,literature,PubMed,40851363,https://europepmc.org/article/MED/40851363,10.1080/07853890.2025.2551284,40851363,The effect of probiotics on weight management in patients with severe obesity undergoing metabolic and bariatric surgery: a systematic review and meta-analysis.,2025,Ann Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42073437,literature,PubMed,42073437,https://europepmc.org/article/MED/42073437,10.3390/life16040628,42073437,Postbiotics as Emerging Strategy Targeting Obesity- and Aging-Related Breast Cancer-Prospects in Prophylaxis and Therapy.,2026,Life (Basel),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41444876,literature,PubMed,41444876,https://europepmc.org/article/MED/41444876,10.1186/s12887-025-06319-8,41444876,The role of microbiome-modulating supplements in managing metabolic syndrome risk factors among overweight and obese youth: a GRADE-assessed meta-analysis.,2025,BMC Pediatr,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41568048,literature,PubMed,41568048,https://europepmc.org/article/MED/41568048,10.3389/fmicb.2025.1627870,41568048,Probiotic attributes and safety profile of AKM Lab-01: a novel <i>Akkermansia muciniphila</i> strain combating obesity and metabolic disorders in diet-induced obese mice.,2025,Front Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41601941,literature,PubMed,41601941,https://europepmc.org/article/MED/41601941,10.3389/fendo.2025.1754430,41601941,Case Report: Lifestyle changes and probiotic supplementation for improving longstanding type 2 diabetes in a male undergoing testosterone replacement therapy.,2025,Front Endocrinol (Lausanne),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41295220,literature,PubMed,41295220,https://europepmc.org/article/MED/41295220,10.3390/jpm15110518,41295220,Impact of Reducing Obesity in PCOS: Methods and Treatment Outcomes.,2025,J Pers Med,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41892839,literature,PubMed,41892839,https://europepmc.org/article/MED/41892839,10.3390/medsci14010124,41892839,Modulation of Microbiome-Mitochondria Axis as a Novel Approach for Treatment of Obesity: A Scoping Review.,2026,Med Sci (Basel),needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41901168,literature,PubMed,41901168,https://europepmc.org/article/MED/41901168,10.3390/nu18060993,41901168,Anti-Obesogenic Effects of Culinary Herbs Through Modulation of Inflammation and Metabolic Pathways.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42075007,literature,PubMed,42075007,https://europepmc.org/article/MED/42075007,10.3390/nu18081195,42075007,<i>Bifidobacterium animalis</i> ssp. <i>lactis</i> 420 and <i>Cordyceps militaris</i> Synergistically Modulate the Gut Microbiota by Increasing Mucin 2 Production.,2026,Nutrients,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41971399,literature,PubMed,41971399,https://europepmc.org/article/MED/41971399,10.1016/j.fochx.2026.103798,41971399,Fermentation method outweighs geographic origin in shaping kefir's <i>in vitro</i> anti-obesity potential and probiotic properties.,2026,Food Chem X,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41776555,literature,PubMed,41776555,https://europepmc.org/article/MED/41776555,10.1186/s13048-025-01959-x,41776555,"Gut microbiota, a new approach to management of polycystic ovary syndrome: a systematic review, meta-analysis and meta-evidence of 26 randomized controlled trials.",2026,J Ovarian Res,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:42015346,literature,PubMed,42015346,https://europepmc.org/article/MED/42015346,10.1080/19490976.2026.2644677,42015346,Gut microbiome and metabolic health: mechanisms and precision interventions.,2026,Gut Microbes,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41999447,literature,PubMed,41999447,https://europepmc.org/article/MED/41999447,10.1007/s12325-026-03577-5,41999447,Reconsidering Obesity in India Through a Gut-Metabolic Lens: Mechanistic Insights and the Emerging Role of Synbiotics in Individuals with the Thin-Fat Phenotype.,2026,Adv Ther,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41721244,literature,PubMed,41721244,https://europepmc.org/article/MED/41721244,10.1186/s12866-026-04840-z,41721244,Modulation of gut-heart axis by synbiotic (Lactiplantibacillus plantarum M10 and Isomaltose) in high cholesterol diet induced atherosclerotic murine model.,2026,BMC Microbiol,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
EUROPEPMC:41133047,literature,PubMed,41133047,https://europepmc.org/article/MED/41133047,10.7759/cureus.92881,41133047,Efficacy of Gut Microbiome-Targeted Therapies in Modulating Systemic Inflammation and Low-Grade Chronic Inflammatory States in Adults With Metabolic Disorders: A Systematic Review.,2025,Cureus,needs_manual_review,evidence_registry,Auto-collected from Europe PMC; requires manual review.,auto_search,2026-05-26
